status_id,"Translated(src=en, dest=en, text=status_message, pronunciation=status_message)",link_name
420598411423796_968750746608557,"Translated(src=en, dest=en, text=Asked the government about their progress on compulsory electrical safety checks, which I called for following the Grenfell tragedy. We must not forget this horrendous episode in our country's history, and the government must be held to account for their long-term response to the fire., pronunciation=Asked the government about their progress on compulsory electrical safety checks, which I called for following the Grenfell tragedy. We must not forget this horrendous episode in our country's history, and the government must be held to account for their long-term response to the fire.)",Electrical Safety Checks Progress - 30/10/2017
420598411423796_968665059950459,"Translated(src=en, dest=en, text=This is deeply worrying. If Brexit does happen, we have an urgent responsibility to stick to the terms of the Paris Agreement. 

http://www.bbc.co.uk/news/science-environment-41778089#, pronunciation=This is deeply worrying. If Brexit does happen, we have an urgent responsibility to stick to the terms of the Paris Agreement. 

http://www.bbc.co.uk/news/science-environment-41778089#)",Record surge in atmospheric CO2 in 2016
420598411423796_968251646658467,"Translated(src=en, dest=en, text=I was on the panel for Sunday Politics this morning, discussing transparent governance at the University of Bath, as well as the importance of good local journalism. You can watch it on iPlayer here, my part starts at 39:16. 

https://www.bbc.co.uk/iplayer/episode/b09b4kjm/sunday-politics-west-29102017, pronunciation=I was on the panel for Sunday Politics this morning, discussing transparent governance at the University of Bath, as well as the importance of good local journalism. You can watch it on iPlayer here, my part starts at 39:16. 

https://www.bbc.co.uk/iplayer/episode/b09b4kjm/sunday-politics-west-29102017)",Sunday Politics West - 29/10/2017
420598411423796_967522550064710,"Translated(src=en, dest=en, text=At a loose end this weekend? It's the final couple of day of Bath Museums Week, with events and exhibitions across all of Bath's best and brightest museums. Full event listings on their website:

https://www.bathmuseumsweek.co.uk/, pronunciation=At a loose end this weekend? It's the final couple of day of Bath Museums Week, with events and exhibitions across all of Bath's best and brightest museums. Full event listings on their website:

https://www.bathmuseumsweek.co.uk/)",Homepage
420598411423796_967040860112879,"Translated(src=en, dest=en, text=Send a Cow are a fantastic local charity, who have just launched their Mother and Child campaign with a interactive statue in the centre of town. 

They are raising money to give women in Africa the tools and skills they need to feed their families. You can read more about their appeal here: www.sendacow.org/appeal/motherandchild, pronunciation=Send a Cow are a fantastic local charity, who have just launched their Mother and Child campaign with a interactive statue in the centre of town. 

They are raising money to give women in Africa the tools and skills they need to feed their families. You can read more about their appeal here: www.sendacow.org/appeal/motherandchild)",
420598411423796_967000310116934,"Translated(src=en, dest=en, text=Do you have a problem that you think I may be able to help with? Give my office a call!, pronunciation=Do you have a problem that you think I may be able to help with? Give my office a call!)",
420598411423796_966575060159459,"Translated(src=en, dest=en, text=I'm glad the Guardian picked up my views on this. Ministers must now reverse their damaging decision to scrap housing benefit for 18 to 21s that risks pushing more young people into homelessness., pronunciation=I'm glad the Guardian picked up my views on this. Ministers must now reverse their damaging decision to scrap housing benefit for 18 to 21s that risks pushing more young people into homelessness.)",Theresa May performs major U-turn on plans to cap housing benefit
420598411423796_966522826831349,"Translated(src=en, dest=en, text=Congratulations to Sam Petherick from The Bath Chronicle for being shortlisted for The Press Gazette British Journalism Awards for his work on the Vice Chancellor's pay scandal. A credit to local journalism and the city in general., pronunciation=Congratulations to Sam Petherick from The Bath Chronicle for being shortlisted for The Press Gazette British Journalism Awards for his work on the Vice Chancellor's pay scandal. A credit to local journalism and the city in general.)",Sam Petherick
420598411423796_966491836834448,"Translated(src=en, dest=en, text=Just asked David Davis about a timetable for Brexit negotiations. He gave what might be described as a politician's answer., pronunciation=Just asked David Davis about a timetable for Brexit negotiations. He gave what might be described as a politician's answer.)",David Davis Question - 26/10/2017
420598411423796_966077973542501,"Translated(src=en, dest=en, text=This weekend sees the start of the Museums at Night event across the UK. The Roman Baths, the Fashion Museum, and the American Museum will all open their doors after hours for visitors. More information here: 

http://museumsatnight.org.uk/events-page/?keywords=bath&limit=39#.WfCunRNSxE4, pronunciation=This weekend sees the start of the Museums at Night event across the UK. The Roman Baths, the Fashion Museum, and the American Museum will all open their doors after hours for visitors. More information here: 

http://museumsatnight.org.uk/events-page/?keywords=bath&limit=39#.WfCunRNSxE4)",
420598411423796_965940400222925,"Translated(src=en, dest=en, text=Asked David Davis a question in the Brexit Select Committee this morning. The ratification process will continue after March 19th. He seems worryingly relaxed about it., pronunciation=Asked David Davis a question in the Brexit Select Committee this morning. The ratification process will continue after March 19th. He seems worryingly relaxed about it.)",Brexit Select Committee - 25/10/2017
420598411423796_965546293595669,"Translated(src=en, dest=en, text=Here is the speech I made earlier today to the Rally Against School Cuts. I used to be a secondary school teacher, so this is a cause close to my heart. The outlook for schools at the moment is bleak. 

Kids only have one chance at education, and the government is cutting that chance., pronunciation=Here is the speech I made earlier today to the Rally Against School Cuts. I used to be a secondary school teacher, so this is a cause close to my heart. The outlook for schools at the moment is bleak. 

Kids only have one chance at education, and the government is cutting that chance.)","Rally Against School Cuts, Westminster - 24/10/2017"
420598411423796_965514130265552,"Translated(src=en, dest=en, text=Today is United Nations Day! 

We should take some time to thank everyone who serves in this unparalleled organization, dedicated to spreading world peace and the improving the future of humanity., pronunciation=Today is United Nations Day! 

We should take some time to thank everyone who serves in this unparalleled organization, dedicated to spreading world peace and the improving the future of humanity.)",
420598411423796_965382680278697,"Translated(src=en, dest=en, text=I just spoke at the Rally Against School Cuts event held by National Education Union in Westminster. 

Teachers are being forced out of the profession they love because the duel pressures of funding and workload are simply too much, and for the Government to offer them another one per cent pay rise – way below the rate of inflation – is nothing short of an insult. Lift the cap, and fund schools fairly., pronunciation=I just spoke at the Rally Against School Cuts event held by National Education Union in Westminster. 

Teachers are being forced out of the profession they love because the duel pressures of funding and workload are simply too much, and for the Government to offer them another one per cent pay rise – way below the rate of inflation – is nothing short of an insult. Lift the cap, and fund schools fairly.)",
420598411423796_964972823653016,"Translated(src=en, dest=en, text=My first question to the Prime Minister. Does she fill you with confidence?, pronunciation=My first question to the Prime Minister. Does she fill you with confidence?)",23/10/2017 - Question to PM: Calais Post-Brexit
420598411423796_964941733656125,"Translated(src=en, dest=en, text=I asked Harriett Baldwin what the impact of Brexit will be on supplying our military with the equipment that they need. I'm not entirely convinced they are prepared., pronunciation=I asked Harriett Baldwin what the impact of Brexit will be on supplying our military with the equipment that they need. I'm not entirely convinced they are prepared.)",23/10/2017 - Defence Procurement Post-Brexit
420598411423796_964447473705551,"Translated(src=en, dest=en, text=It’s stammering awareness day today, perfect for a throwback to one of the most touching bits of television I’ve ever seen., pronunciation=It’s stammering awareness day today, perfect for a throwback to one of the most touching bits of television I’ve ever seen.)",Educating Yorkshire - Mushy Finds His Voice - Full Video HD
420598411423796_963854700431495,"Translated(src=en, dest=en, text=Here’s an excellent video produced by Dan from mentoring plus. It proves a couple of things, firstly that there’s a lot of support for fantastic work that they do down on London Road. Secondly, I’m really bad at pool! I’m looking forward to hosting their girls project in Parliament.  

https://www.youtube.com/watch?v=X7BSZniDmrU, pronunciation=Here’s an excellent video produced by Dan from mentoring plus. It proves a couple of things, firstly that there’s a lot of support for fantastic work that they do down on London Road. Secondly, I’m really bad at pool! I’m looking forward to hosting their girls project in Parliament.  

https://www.youtube.com/watch?v=X7BSZniDmrU)",When Mentoring Plus Youth Reps welcomed friends and supporters to Riverside
420598411423796_963306253819673,"Translated(src=en, dest=en, text=The goal: by 2050, everyone who develops breast cancer will live. More info on the campaign here: https://wearitpink.org/, pronunciation=The goal: by 2050, everyone who develops breast cancer will live. More info on the campaign here: https://wearitpink.org/)",
420598411423796_962747573875541,"Translated(src=en, dest=en, text=Staying safe online is an important aspect of modern childhood and adolescence. I’m pleased to hear that Facebook, along with The Diana Award and Childnet International, have announced an initiative to offer a trained digital safety ambassador for every secondary school in the UK. 

Pupils will be trained as Childnet Digital Leaders or Anti-bullying Ambassadors over the next two years. If you’re involved in a school and want to register, follow this link:, pronunciation=Staying safe online is an important aspect of modern childhood and adolescence. I’m pleased to hear that Facebook, along with The Diana Award and Childnet International, have announced an initiative to offer a trained digital safety ambassador for every secondary school in the UK. 

Pupils will be trained as Childnet Digital Leaders or Anti-bullying Ambassadors over the next two years. If you’re involved in a school and want to register, follow this link:)",Childnet Digital Leaders Programme
420598411423796_962116627271969,"Translated(src=en, dest=en, text=The man has a point:, pronunciation=The man has a point:)",
420598411423796_961772023973096,"Translated(src=en, dest=en, text=My profile picture has gone very Minecraft in celebration of Bath Digital Festival this week! 

Over the weekend a 48 hour Minecraft Marathon event is happening, with loads of other creative and technological events across the city. Full schedule here: https://bathdigitalfestival.co.uk/events/, pronunciation=My profile picture has gone very Minecraft in celebration of Bath Digital Festival this week! 

Over the weekend a 48 hour Minecraft Marathon event is happening, with loads of other creative and technological events across the city. Full schedule here: https://bathdigitalfestival.co.uk/events/)",Wera Hobhouse MP
420598411423796_961710290645936,"Translated(src=en, dest=en, text=Join Bath Amnesty tonight for an event detailing the dangers of modern slavery. It's just under the surface, in places you wouldn't expect., pronunciation=Join Bath Amnesty tonight for an event detailing the dangers of modern slavery. It's just under the surface, in places you wouldn't expect.)",Stay Safe From Slavery: An evening examining domestic servitude
420598411423796_961124630704502,"Translated(src=en, dest=en, text=Here's the question I asked Liam Fox concerning new tariffs on Airbus post-Brexit. He couldn't guarantee that new tariffs wouldn't be imposed., pronunciation=Here's the question I asked Liam Fox concerning new tariffs on Airbus post-Brexit. He couldn't guarantee that new tariffs wouldn't be imposed.)",12/10/2017 - Airbus Tariffs Question
420598411423796_960815530735412,"Translated(src=en, dest=en, text=Yesterday's Bristol for Europe was an inspiring event. So many brilliant speakers, and so many people ready to go out on the streets and march for their beliefs. I felt honoured to be given the chance speak, the video is below. 

""We as people have to stand up, and Parliament will listen."", pronunciation=Yesterday's Bristol for Europe was an inspiring event. So many brilliant speakers, and so many people ready to go out on the streets and march for their beliefs. I felt honoured to be given the chance speak, the video is below. 

""We as people have to stand up, and Parliament will listen."")",Bristol for Europe Rally - 14/10/17
420598411423796_960435827440049,"Translated(src=en, dest=en, text=I am a member of our Bath twinning associations - Braunschweig, Aix en Provence, Alkmaar and Kaposvar. 

The links to our twin cities provide us with the invaluable experience of how other cities and communities across Europe live and thrive. We learn from each other all the time and being part of those links is a great pleasure!, pronunciation=I am a member of our Bath twinning associations - Braunschweig, Aix en Provence, Alkmaar and Kaposvar. 

The links to our twin cities provide us with the invaluable experience of how other cities and communities across Europe live and thrive. We learn from each other all the time and being part of those links is a great pleasure!)",
420598411423796_960431844107114,"Translated(src=en, dest=en, text=A wonderful and inspiring evening to celebrate our budding young acting stars University of Bath @midsomerfestival., pronunciation=A wonderful and inspiring evening to celebrate our budding young acting stars University of Bath @midsomerfestival.)",Photos from Wera Hobhouse MP's post
420598411423796_960155417468090,"Translated(src=en, dest=en, text=Did you know that if you have a baby you can choose to have it at hospital, in a birthing centre or at home? 

The Care Quality Commission have some really useful tools so you can make the best decision for you: https://tinyurl.com/ybgdrjaf #yourbirthplan

Why not tag a friend who is expecting in this photo?, pronunciation=Did you know that if you have a baby you can choose to have it at hospital, in a birthing centre or at home? 

The Care Quality Commission have some really useful tools so you can make the best decision for you: https://tinyurl.com/ybgdrjaf #yourbirthplan

Why not tag a friend who is expecting in this photo?)",
420598411423796_959757587507873,"Translated(src=en, dest=en, text=Remember, it’s Wear it Pink Day next Friday, to raise Breast Cancer awareness. 

The goal is to make sure that, by 2050, everyone who gets it lives. This isn’t unrealistic given the leaps and bounds that have been made in the science behind the treatment.

More info here: https://wearitpink.org/, pronunciation=Remember, it’s Wear it Pink Day next Friday, to raise Breast Cancer awareness. 

The goal is to make sure that, by 2050, everyone who gets it lives. This isn’t unrealistic given the leaps and bounds that have been made in the science behind the treatment.

More info here: https://wearitpink.org/)",
420598411423796_959448974205401,"Translated(src=en, dest=en, text=It would be morally bankrupt if Brexit affected renewable projects in the UK., pronunciation=It would be morally bankrupt if Brexit affected renewable projects in the UK.)",
420598411423796_959301817553450,"Translated(src=en, dest=en, text=If you haven’t heard about them, The Wellbeing College in Bath is an organisation that runs events and classes aimed at “improving the well-being, health, and happiness of everyone living in Bath and North East Somerset”. 

Below is a calendar of all the events they have coming up. Most of them are free too:

http://www.wellbeingcollegebanes.co.uk/Calendar, pronunciation=If you haven’t heard about them, The Wellbeing College in Bath is an organisation that runs events and classes aimed at “improving the well-being, health, and happiness of everyone living in Bath and North East Somerset”. 

Below is a calendar of all the events they have coming up. Most of them are free too:

http://www.wellbeingcollegebanes.co.uk/Calendar)",
420598411423796_959002384250060,"Translated(src=en, dest=en, text=Last week I met with some of Bath's cabbies, who have some real concerns about bad practice in Bath. 

Residents put a lot of trust into a person when they get in their car, and if the car isn't pre-booked, they are uninsured and un-tracked. Full details on my website:, pronunciation=Last week I met with some of Bath's cabbies, who have some real concerns about bad practice in Bath. 

Residents put a lot of trust into a person when they get in their car, and if the car isn't pre-booked, they are uninsured and un-tracked. Full details on my website:)",Warning Over Taxi Tout Danger
420598411423796_958854387598193,"Translated(src=en, dest=en, text=Today Tory councillors vote on the future of Bath’s Central Library today, you can watch the webcast below. 

I hope they listen to the results of the consultation, keep the library at the podium, and put an end to this complete shambles.

https://bathnes.public-i.tv/core/portal/webcast_interactive/263467, pronunciation=Today Tory councillors vote on the future of Bath’s Central Library today, you can watch the webcast below. 

I hope they listen to the results of the consultation, keep the library at the podium, and put an end to this complete shambles.

https://bathnes.public-i.tv/core/portal/webcast_interactive/263467)","Cabinet - Wed, 11th Oct 2017 - 12:00 pm - Bath and North East Somerset Webcasting"
420598411423796_958495990967366,"Translated(src=en, dest=en, text=Missing child:, pronunciation=Missing child:)",JAZMYN RICHARDSON
420598411423796_958401540976811,"Translated(src=en, dest=en, text=The 10th of October marks both world homelessness day and world mental health day. Whilst I imagine this is a coincidence, it’s quite apt. Homelessness can lead to, or exacerbate mental suffering, and severe mental health problems can lead to homelessness. They are closely linked and we must do more to protect the most vulnerable in our society.

If you aren’t receiving the support that you need, with either housing or with mental health, call my team. We can help, you shouldn’t suffer in silence., pronunciation=The 10th of October marks both world homelessness day and world mental health day. Whilst I imagine this is a coincidence, it’s quite apt. Homelessness can lead to, or exacerbate mental suffering, and severe mental health problems can lead to homelessness. They are closely linked and we must do more to protect the most vulnerable in our society.

If you aren’t receiving the support that you need, with either housing or with mental health, call my team. We can help, you shouldn’t suffer in silence.)",
420598411423796_958367310980234,"Translated(src=en, dest=en, text=Energy at home are hosting a stall at Jobcentre Plus today to give free advice on energy bills, cold homes, and all other energy-related needs., pronunciation=Energy at home are hosting a stall at Jobcentre Plus today to give free advice on energy bills, cold homes, and all other energy-related needs.)",Energy advice drop-in
420598411423796_958011571015808,"Translated(src=en, dest=en, text=Yesterday I visited Weston to talk to residents about the loss of the children's play park at Broadmoor Lane. 

They have just launched a campaign to raise the money to rebuild the park, and their JustGiving page is here: https://www.justgiving.com/crowdfunding/orchard-play-park

This is a brilliant example of a community putting the work in to protect the things they love about where they live (despite council cuts), and I'm in full support of their campaign!, pronunciation=Yesterday I visited Weston to talk to residents about the loss of the children's play park at Broadmoor Lane. 

They have just launched a campaign to raise the money to rebuild the park, and their JustGiving page is here: https://www.justgiving.com/crowdfunding/orchard-play-park

This is a brilliant example of a community putting the work in to protect the things they love about where they live (despite council cuts), and I'm in full support of their campaign!)",Launch of the Orchard Lane play park appeal
420598411423796_957928671024098,"Translated(src=en, dest=en, text=Back in Westminster today, Parliament is warming up for a term that will be challenging. 

I have lots of work to do in my role on the Brexit Select Committee, trying to prevent the government from pushing our country off a cliff. 

One of my top priorities is to meet with Sajid Javid, and put pressure on central government to get Bath a significant slice of the £2 billion that was announced for social housing., pronunciation=Back in Westminster today, Parliament is warming up for a term that will be challenging. 

I have lots of work to do in my role on the Brexit Select Committee, trying to prevent the government from pushing our country off a cliff. 

One of my top priorities is to meet with Sajid Javid, and put pressure on central government to get Bath a significant slice of the £2 billion that was announced for social housing.)",
420598411423796_957171637766468,"Translated(src=en, dest=en, text=A wonderful morning with lots of yummy cakes at the big Bath Cake Sale in Abbey, Bath
All our wonderful charities raising money for great causes
Mind Bath, Genisis, Food_for_thought @OffTheRecord Bath Focus, pronunciation=A wonderful morning with lots of yummy cakes at the big Bath Cake Sale in Abbey, Bath
All our wonderful charities raising money for great causes
Mind Bath, Genisis, Food_for_thought @OffTheRecord Bath Focus)",Photos from Wera Hobhouse MP's post
420598411423796_956697914480507,"Translated(src=en, dest=en, text=Here's the online version of my monthly column, published in print in The Bath Chronicle:, pronunciation=Here's the online version of my monthly column, published in print in The Bath Chronicle:)",Housing and Europe
420598411423796_956296164520682,"Translated(src=en, dest=en, text=The Assembly Rooms are filling up...tune in to Channel 4 News in 5mins for the #brexitreality debate., pronunciation=The Assembly Rooms are filling up...tune in to Channel 4 News in 5mins for the #brexitreality debate.)",
420598411423796_956155251201440,"Translated(src=en, dest=en, text=Bath Preservation Trust are putting on a talk for children aged 8-12, who dream about becoming architects! Are your kids budding designers? This could be perfect:, pronunciation=Bath Preservation Trust are putting on a talk for children aged 8-12, who dream about becoming architects! Are your kids budding designers? This could be perfect:)",So you think you want to be an architect?
420598411423796_956106437872988,"Translated(src=en, dest=en, text=Tonight Channel 4 News will be talking to myself, and the residents of Bath, to determine what we think about the future of our country. 

Live from The Assembly Rooms at 7pm., pronunciation=Tonight Channel 4 News will be talking to myself, and the residents of Bath, to determine what we think about the future of our country. 

Live from The Assembly Rooms at 7pm.)",
420598411423796_955739284576370,"Translated(src=en, dest=en, text=Excellent to meet a few of the students behind Bath, Cut the Rent. This is another example of where transparency and openness is lacking at the University of Bath. 

It will be to the detriment of both students and the city if the creeping corporatisation of education institutions continues.  

More on the story here:

http://www.bathchronicle.co.uk/news/bath-news/revealed-million-pound-surpluses-run-575186, pronunciation=Excellent to meet a few of the students behind Bath, Cut the Rent. This is another example of where transparency and openness is lacking at the University of Bath. 

It will be to the detriment of both students and the city if the creeping corporatisation of education institutions continues.  

More on the story here:

http://www.bathchronicle.co.uk/news/bath-news/revealed-million-pound-surpluses-run-575186)",
420598411423796_955279084622390,"Translated(src=en, dest=en, text=Tomorrow is the international walk to school day. One in five schools in London are situated in poor air quality zones, let's not let Bath get to that point. The school run is a complete nightmare in Bath anyway, and it might just be quicker to walk!, pronunciation=Tomorrow is the international walk to school day. One in five schools in London are situated in poor air quality zones, let's not let Bath get to that point. The school run is a complete nightmare in Bath anyway, and it might just be quicker to walk!)",
420598411423796_955175441299421,"Translated(src=en, dest=en, text=I asked a question in Parliament recently about lifting the borrowing cap so that local councils can get on with building homes. 

Far too many residents in Bath are stuck on the housing waiting list, and too many people who work here are being priced out. 

The answer to my question shows that councils do have an opportunity to negotiate with the government, and BANES should do so., pronunciation=I asked a question in Parliament recently about lifting the borrowing cap so that local councils can get on with building homes. 

Far too many residents in Bath are stuck on the housing waiting list, and too many people who work here are being priced out. 

The answer to my question shows that councils do have an opportunity to negotiate with the government, and BANES should do so.)",Wera puts pressure on the government to enable councils to build housing
420598411423796_954702241346741,"Translated(src=en, dest=en, text=If you, or someone you know, needs help with a problem, my team and I may well be able to help. Give us a call to book an appointment!, pronunciation=If you, or someone you know, needs help with a problem, my team and I may well be able to help. Give us a call to book an appointment!)",
420598411423796_953573761459589,"Translated(src=en, dest=en, text=Thanks to Catherine Bearder MEP for a superb couple of days getting an inside into the Brexit debate in Brussels. It makes me even more determined to fight on to save Britain from a devastating course into long term decline outside the EU, pronunciation=Thanks to Catherine Bearder MEP for a superb couple of days getting an inside into the Brexit debate in Brussels. It makes me even more determined to fight on to save Britain from a devastating course into long term decline outside the EU)",
420598411423796_952896568193975,"Translated(src=en, dest=en, text=I’ve just read this incredibly touching obituary written for Tor Foster, who tragically died earlier in the month. As my family will testify, it’s not always easy having an elected official as part of it. Tor managed this, her own successful career and a wide loving family with grace, intellect, and warmth, and will be remembered fondly by so many. Bath has been lucky to have such a woman involved in our city’s community. 

http://www.bathchronicle.co.uk/news/bath-news/obituary-lady-tor-foster-bath-536759, pronunciation=I’ve just read this incredibly touching obituary written for Tor Foster, who tragically died earlier in the month. As my family will testify, it’s not always easy having an elected official as part of it. Tor managed this, her own successful career and a wide loving family with grace, intellect, and warmth, and will be remembered fondly by so many. Bath has been lucky to have such a woman involved in our city’s community. 

http://www.bathchronicle.co.uk/news/bath-news/obituary-lady-tor-foster-bath-536759)","Obituary: Lady ""Tor"" Foster of Bath"
420598411423796_952507004899598,"Translated(src=en, dest=en, text=Here I am in Brussels in the EU parliament to experience first hand how the EU works. Such a vibrant inclusive place. Who would not want to be part of it?, pronunciation=Here I am in Brussels in the EU parliament to experience first hand how the EU works. Such a vibrant inclusive place. Who would not want to be part of it?)",
420598411423796_952454541571511,"Translated(src=en, dest=en, text=Last month I invited senior Curo employees and Foxhill residents to a meeting to attempt to build trust, and open lines of communication. I'm pleased to say that, although emotional at times, the meeting was positive. 

I'm looking forward to our next meeting very soon, and backing a more inclusive consultation process that should get better results for the area, and the people who call it home. 

More information on my website:, pronunciation=Last month I invited senior Curo employees and Foxhill residents to a meeting to attempt to build trust, and open lines of communication. I'm pleased to say that, although emotional at times, the meeting was positive. 

I'm looking forward to our next meeting very soon, and backing a more inclusive consultation process that should get better results for the area, and the people who call it home. 

More information on my website:)",Foxhill: Wera steps in to get both sides talking
420598411423796_952019268281705,"Translated(src=en, dest=en, text=Are your kids book worms, or do they need a little inspiration? 

The Children’s Literature Festival starts this Friday, with loads of events over the course of next week. Get them to get involved: https://bathfestivals.org.uk/whats-on/, pronunciation=Are your kids book worms, or do they need a little inspiration? 

The Children’s Literature Festival starts this Friday, with loads of events over the course of next week. Get them to get involved: https://bathfestivals.org.uk/whats-on/)",
420598411423796_951601111656854,"Translated(src=en, dest=en, text=Celia’s death is a terrible tragedy. She was well known amongst the activist community in Bath. She was ever present at Foxhill meetings, and consistently made her views clear against austerity and cuts to our services. She should be commended as a credit to her community, and remembered as such. My thoughts are with her family and friends at this awful time. 

http://www.bathchronicle.co.uk/news/bath-news/bath-activist-mauled-death-greece-528108, pronunciation=Celia’s death is a terrible tragedy. She was well known amongst the activist community in Bath. She was ever present at Foxhill meetings, and consistently made her views clear against austerity and cuts to our services. She should be commended as a credit to her community, and remembered as such. My thoughts are with her family and friends at this awful time. 

http://www.bathchronicle.co.uk/news/bath-news/bath-activist-mauled-death-greece-528108)",Bath activist 'mauled to death' in Greece
420598411423796_951543381662627,"Translated(src=en, dest=en, text=It’s been heartening meeting people from The Forever Friends Appeal - RUH Bath, and hearing about the valuable work they have been doing, even more necessary at such a difficult time for the NHS. 

Their big campaign at the moment is raising £2 million for a new integrated therapies building on site at the RUH. See how they are doing here:  

http://www.foreverfriendsappeal.co.uk/rnhrd-therapies-centre, pronunciation=It’s been heartening meeting people from The Forever Friends Appeal - RUH Bath, and hearing about the valuable work they have been doing, even more necessary at such a difficult time for the NHS. 

Their big campaign at the moment is raising £2 million for a new integrated therapies building on site at the RUH. See how they are doing here:  

http://www.foreverfriendsappeal.co.uk/rnhrd-therapies-centre)",RNHRD & Therapies Centre
420598411423796_951155701701395,"Translated(src=en, dest=en, text=The Conservatives in Bath show a complete lack of vision for our city, their approach to the MIN has shown their failure in ambition. Full views here:

http://www.bathecho.co.uk/news/politics/mp-criticises-bnes-council-complete-lack-vision-city-min-75054/, pronunciation=The Conservatives in Bath show a complete lack of vision for our city, their approach to the MIN has shown their failure in ambition. Full views here:

http://www.bathecho.co.uk/news/politics/mp-criticises-bnes-council-complete-lack-vision-city-min-75054/)",
420598411423796_950199145130384,"Translated(src=en, dest=en, text=Free this evening? FilmBath are hosting a pop-up viewing of Wonder Woman, here’s the event for details:, pronunciation=Free this evening? FilmBath are hosting a pop-up viewing of Wonder Woman, here’s the event for details:)","Wonder Woman Outdoor screening, Bath"
420598411423796_949814291835536,"Translated(src=en, dest=en, text=Since becoming an MP, I have been hard at work helping residents in need, and campaigning to improve the lives of Bathonians. I've also been setting up my constituency office, which I'm pleased to say is now open!

If you, or someone you know, has an issue and think I can assist you, please do contact me using the details below. I'm here to help!

office@werahobhouse.co.uk
01225 307024
Wera Hobhouse MP, 26 Charles Street, Bath, BA1 1HU

I have expert caseworkers in my office, who are there to work with you if I'm in Parliament. You can also book in a slot to come and see me at one of my weekly surgeries., pronunciation=Since becoming an MP, I have been hard at work helping residents in need, and campaigning to improve the lives of Bathonians. I've also been setting up my constituency office, which I'm pleased to say is now open!

If you, or someone you know, has an issue and think I can assist you, please do contact me using the details below. I'm here to help!

office@werahobhouse.co.uk
01225 307024
Wera Hobhouse MP, 26 Charles Street, Bath, BA1 1HU

I have expert caseworkers in my office, who are there to work with you if I'm in Parliament. You can also book in a slot to come and see me at one of my weekly surgeries.)",
420598411423796_949687778514854,"Translated(src=en, dest=en, text=Website: www.werahobhouse.co.uk
Twitter: www.twitter.com/Wera_Hobhouse
Instagram: www.instagram.com/wera_hobhouse
Youtube: https://tinyurl.com/y86q8tcm, pronunciation=Website: www.werahobhouse.co.uk
Twitter: www.twitter.com/Wera_Hobhouse
Instagram: www.instagram.com/wera_hobhouse
Youtube: https://tinyurl.com/y86q8tcm)",Wera Hobhouse MP's cover photo
420598411423796_948239421993023,"Translated(src=en, dest=en, text=Last week, I supported scrapping the 1% cap on public sector pay. Nurses, teachers and public sector workers better our community every day, and they deserve a pay rise given the increasing pressures they face., pronunciation=Last week, I supported scrapping the 1% cap on public sector pay. Nurses, teachers and public sector workers better our community every day, and they deserve a pay rise given the increasing pressures they face.)",
420598411423796_947805552036410,"Translated(src=en, dest=en, text=At a Liberal Democrats conference fringe event  talking about homelessness, and methods to bring this crisis to an end. Homelessness is not a choice. Government funding to build social housing would be a start, as would proper support for those with addiction and mental health problems., pronunciation=At a Liberal Democrats conference fringe event  talking about homelessness, and methods to bring this crisis to an end. Homelessness is not a choice. Government funding to build social housing would be a start, as would proper support for those with addiction and mental health problems.)",
420598411423796_947261145424184,"Translated(src=en, dest=en, text=Enjoy walking? The first Bathscape Walking Festival starts today and lasts until the 24th. Take in the sights of Bath while celebrating nature, heritage and the views right on our doorstep. Plus it’s free! For more information head to www.bathscapewalkingfestival.co.uk, pronunciation=Enjoy walking? The first Bathscape Walking Festival starts today and lasts until the 24th. Take in the sights of Bath while celebrating nature, heritage and the views right on our doorstep. Plus it’s free! For more information head to www.bathscapewalkingfestival.co.uk)",
420598411423796_946821272134838,"Translated(src=en, dest=en, text=Great news. The price of offshore wind has fallen over 50% in the past two years, making it competitive with gas. Green industry has already created many jobs in Bath. This is a really positive step toward a greener and more sustainable future., pronunciation=Great news. The price of offshore wind has fallen over 50% in the past two years, making it competitive with gas. Green industry has already created many jobs in Bath. This is a really positive step toward a greener and more sustainable future.)",
420598411423796_945696258914006,"Translated(src=en, dest=en, text=Waterstones are hosting readings of Northanger Abbey, as part of The Jane Austen Festival. I would have preferred Emma, but it’s not quite as Bath! 

2pm everyday until the weekend, full listing of events here: https://tinyurl.com/y7jf4ujh, pronunciation=Waterstones are hosting readings of Northanger Abbey, as part of The Jane Austen Festival. I would have preferred Emma, but it’s not quite as Bath! 

2pm everyday until the weekend, full listing of events here: https://tinyurl.com/y7jf4ujh)",
420598411423796_944985478985084,"Translated(src=en, dest=en, text=I spoke in Parliament this evening on the Great Repeal Bill, here is my full speech. 

In the words of a resident of Bath: “When people voted to leave the European Union, they didn’t vote to swap backroom deals in Brussels for more of the same in Westminster. They voted for Parliament and the British people to have more of a say.” 

Those who support this bill want their version of Brexit at any price, including the price of losing our democracy., pronunciation=I spoke in Parliament this evening on the Great Repeal Bill, here is my full speech. 

In the words of a resident of Bath: “When people voted to leave the European Union, they didn’t vote to swap backroom deals in Brussels for more of the same in Westminster. They voted for Parliament and the British people to have more of a say.” 

Those who support this bill want their version of Brexit at any price, including the price of losing our democracy.)",Great Repeal Bill Speech - 11/09/2017
